x,y,time
98.68869366,28.72389917,1.503676883
77.22447693,29.63081205,1.504550919
19.87156815,23.3607751,1.527381823
0.552211712,4.209318964,1.56491019
81.54614285,1.787393473,1.568787782
70.68573438,98.77223897,1.576676615
72.9007168,42.77731337,1.584236259
77.12703467,38.43266472,1.594652265
7.404465173,67.96472827,1.624040686
35.84657285,21.82538879,1.656182223
11.58690595,94.9961184,1.671387556
86.31034259,78.63450144,1.702373187
62.32981268,8.941100231,1.704183949
33.08980249,41.75807758,1.707798844
6.355835029,87.91183076,1.721085332
31.09823217,94.47320223,1.722619349
32.5183322,46.74015112,1.735595406
72.96061783,61.34113892,1.749644049
63.75574714,16.70339461,1.753957489
88.72127426,99.11686261,1.814520975
47.22149252,23.16717014,1.829741231
11.95942459,94.27317741,1.844689807
71.32447872,64.9646649,1.863584032
76.07850486,60.77367949,1.882939592
56.12771976,51.2688511,1.895259893
77.096718,23.06698117,1.905758031
49.37955964,17.6528032,1.924320338
52.27328294,22.04862091,1.961408298
42.75410184,18.64382621,2.00313804
2.541912674,77.95844736,2.090226403
10.7891427,35.01252592,2.126513135
3.142918569,5.784267656,2.142948589
63.64104113,96.91026301,2.252574836
31.43559811,88.3785885,2.289582656
50.85706912,92.77522832,2.316827285
90.75664739,99.49078226,2.415299485
24.92922291,17.38952492,2.443288391
41.0382923,39.62420189,2.445417314
75.55511385,75.82384757,2.460383138
22.87981655,69.60206181,2.501395267
7.697990983,15.38959063,2.528758134
28.97514529,81.5833125,2.531368799
16.12212873,22.44405718,2.592618099
92.96976523,22.38176148,2.622341047
80.81203796,53.69744229,2.65729424
63.34037565,59.29399348,2.663747261
87.14605902,58.00862078,2.663954371
80.36720769,9.14868374,2.676293096
18.65700589,87.74608626,2.70192937
89.25589985,26.56000426,2.732121443
53.93422419,12.95149213,2.738298837
80.74401552,88.87480799,2.747703314
89.60912999,95.56514982,2.754452925
31.8003475,86.21276173,2.758391929
11.00519245,80.95160747,2.787335045
22.79351625,65.52419806,2.844062966
42.71077886,55.08573706,2.884973499
81.80147659,8.698675991,2.893401994
86.07305833,40.84532131,2.904600012
0.695213053,37.2688517,2.950096283
51.07473026,25.97537838,2.952079083
41.74110031,72.34201137,2.984841576
22.21078105,49.58757351,2.995699535
11.98653673,8.104621591,3.013205154
33.76151714,22.01832019,3.030353798
94.29097039,68.32587637,3.068803229
32.3202932,7.613085949,3.135656252
51.87906217,85.1206914,3.155738878
70.30189589,49.5146527,3.161160686
36.36296024,48.05865773,3.211880712
97.17820827,59.24077847,3.222596422
96.24472949,82.46809659,3.226443106
25.17822958,34.78092079,3.278421688
49.72485059,67.80161526,3.340720832
30.08783098,56.5731964,3.341888907
28.48404944,26.70282702,3.360578341
3.688694735,87.86299864,3.373271222
60.9564334,79.74260216,3.377076673
50.26790232,65.84518347,3.379270773
5.147875125,85.05817291,3.407327754
27.86464642,86.7294201,3.411290971
90.8265886,70.83629767,3.422259458
23.95618907,83.70133284,3.428406895
14.48948721,69.74714617,3.429023072
48.94527603,68.01407718,3.52710503
98.56504541,61.86113782,3.535273063
24.20552715,75.27166396,3.571103266
67.21355474,15.86051053,3.62992389
76.16196153,88.08707592,3.638281795
23.7637544,87.18435277,3.650502797
72.82163486,2.924728303,3.699481036
36.77831327,82.58167506,3.707033933
63.23058306,12.88698675,3.774556996
63.35297108,33.51188543,3.790915748
53.57746841,74.35082563,3.840598475
9.028977005,16.0759896,3.88011447
83.53024956,81.79670241,3.893601739
32.0780065,83.2134178,3.904793851
18.65185104,50.74677338,3.912848086
4.077514155,0.638587172,3.952952482
59.08929432,28.70381332,3.977994716
67.75643618,61.69269184,3.978588964
1.658782893,98.1186178,3.982917487
51.20930583,63.1813527,4.004644841
22.64957752,25.98035811,4.00687413
64.51727904,63.40057031,4.015711296
17.4366429,53.99853797,4.170278235
69.09377381,77.98453952,4.197154492
38.67353463,10.69806388,4.205322531
93.67299887,76.10279025,4.302134686
13.75209441,54.12665787,4.358735226
34.10663511,96.29920039,4.421396142
11.34735212,34.1872166,4.447924309
92.46936183,63.26218931,4.467261546
87.73393534,93.20281055,4.497886658
25.79416277,10.2509728,4.562583595
65.9984046,93.72284872,4.598230698
81.72222002,68.78857223,4.670972081
55.52008116,6.783705911,4.685774471
52.96505784,30.09635669,4.699994019
24.18522909,70.81720886,4.706345106
9.310276781,6.735060147,4.726216907
89.7215758,58.21704602,4.754343186
90.04180572,34.5883057,4.781166597
63.31014573,62.09155178,4.811388373
33.9029791,4.574203381,4.831490588
34.92095746,87.15368062,4.832730771
72.59556789,97.34889692,4.848376042
89.711026,96.88778553,4.877354186
88.70864243,74.96518317,4.890395019
77.98755459,13.00862401,4.912322617
64.20316462,75.82631959,4.91715058
8.4139965,2.458691646,4.967821883
16.16287141,2.212355153,4.969819421
89.85541885,32.36102191,5.013185376
60.64290597,48.86431904,5.02045117
0.919705162,77.04074178,5.056919133
10.14715429,68.32953766,5.087857313
66.35017691,44.59027064,5.103465033
0.506158385,27.36266663,5.1777763
16.08080514,99.71245002,5.229421302
54.87337894,42.61813022,5.257651418
69.18951977,45.13870243,5.300466791
65.19612595,16.36238212,5.329820897
22.42693095,79.48095487,5.383043599
71.21792213,69.36822258,5.407606319
23.72490875,22.07696128,5.409150432
32.53996982,8.238104562,5.424695948
74.64914051,68.04993021,5.42700795
64.9632899,65.45112143,5.452309369
84.92234105,27.3259527,5.465993666
65.76128923,95.08635623,5.477648724
56.83086033,15.10578918,5.48824271
9.367476783,43.2334801,5.529999891
36.77158031,94.36159202,5.577223753
26.52023677,41.97273169,5.63936172
24.39896434,63.85259477,5.698403241
97.30105548,39.7594398,5.731109073
39.30977247,27.42152023,5.748244078
89.20465552,98.3977648,5.756978706
63.1138626,40.93340063,5.769573909
79.48113035,89.40992037,5.805439059
50.26370931,22.99546059,5.805451878
57.69038846,21.3104704,5.806360328
49.25176938,3.113408288,5.807451128
19.52429878,65.16668254,5.918487239
72.24521153,36.85263437,5.923772861
28.07723624,86.43582498,5.927491178
2.431596643,47.32099067,5.93616758
64.54722959,96.81934279,5.989108796
17.71106794,18.55255157,6.023199872
94.04585844,86.8623168,6.024033198
95.3928577,77.65968528,6.10539794
91.48643902,77.09218446,6.156721499
37.01587003,84.47832281,6.182573288
1.545661653,76.10239909,6.206900037
92.83185626,62.62203216,6.224037536
42.81841483,13.12448777,6.229002796
96.6654819,3.252617949,6.237719502
96.36199771,92.08478478,6.243786983
85.30094555,61.66503145,6.246884582
29.44488921,79.6537291,6.28093641
38.50977286,48.15223515,6.367827301
85.11366715,11.7308189,6.373987991
31.69220052,12.51857922,6.422224241
16.94927467,68.55652872,6.485944611
55.68012625,43.03058949,6.489438873
93.61547742,20.05247267,6.513825131
69.60297967,49.15945467,6.526793427
57.00611701,6.420893708,6.577718144
9.717649377,58.19714019,6.592891561
61.50072267,26.89934044,6.593556612
99.00538501,79.75591006,6.609148182
14.00840152,31.03619589,6.618421638
51.83296524,45.52201491,6.628069388
87.73730719,1.162053991,6.643543387
74.07686178,7.244688779,6.645707697
69.7015741,39.24935564,6.690236938
70.2484084,47.99388347,6.702626123
35.94911512,60.00205481,6.720895909
29.35918443,29.16625787,6.736397172
80.93611555,69.49818861,6.744107974
81.01133947,86.01223972,6.756508762
86.70723186,77.98509889,6.779338233
91.32405526,3.961882535,6.779489855
51.13423989,48.05069473,6.779905583
50.15162947,10.49301784,6.82257823
79.8295179,24.20450159,6.858805333
64.99639308,98.66625933,6.891310994
70.19668773,14.24955429,6.897830315
79.57926694,49.88881535,6.921730508
89.00053418,61.81557343,6.933238534
33.79951569,70.24649705,6.941874527
37.55829526,55.96486835,6.961092767
9.398193984,0.977084742,6.972108136
57.8280141,32.64613082,7.013237531
3.59422738,51.77116434,7.039406659
46.55980181,8.786649914,7.043731757
54.26446347,35.06269312,7.070865512
28.65412521,3.320310879,7.080976984
59.08332606,7.857849716,7.086971857
3.050024994,39.69232762,7.087235462
3.734818875,13.2715754,7.117437893
82.26005607,56.75408483,7.133707385
36.01906414,68.94649691,7.153253007
12.70605127,80.05866991,7.185494121
52.22432601,20.01502442,7.189576271
76.99935531,16.74825823,7.195212662
21.58210275,10.45678403,7.198058676
62.28904758,63.64302495,7.230366258
8.534746499,70.64757265,7.255997984
5.168172117,3.158614483,7.269977492
53.13546316,93.62122462,7.270341735
54.06351216,5.197128365,7.294620294
63.74299015,54.12963353,7.29471363
72.60913337,70.90605195,7.300769271
97.58520795,87.09691237,7.314026289
51.63003483,71.40869321,7.327456241
32.29564729,80.17280831,7.351523971
79.51861948,33.94501925,7.424945229
27.08322513,81.48251137,7.434908621
43.89714207,8.011484638,7.469219882
7.845638134,89.48166561,7.48473259
2.535074342,54.75923762,7.520350022
96.26484147,81.729777,7.535201217
83.59801205,45.23182845,7.544402716
69.59742061,64.35776952,7.57505625
40.89529444,52.64026609,7.590483594
17.32943201,73.15895218,7.60228025
15.64370427,8.162998203,7.606718107
25.02428982,6.035208399,7.622083086
54.92266647,24.7103234,7.65280364
71.45959227,15.95446801,7.71589683
66.01973767,87.17835666,7.720079752
27.99338969,21.92139874,7.80249637
95.48652807,97.58652558,7.807083217
73.78969167,33.68957918,7.925161557
55.43540525,18.21179157,7.95232817
61.17207462,78.96985071,7.957552778
41.96000624,65.87077755,7.972584795
24.77309895,49.81957165,8.044993137
35.59726787,55.53635509,8.054650902
75.78461105,71.92017783,8.096293122
1.439348863,22.84547413,8.132655584
11.60726405,99.63339161,8.169290502
4.600264202,97.47931621,8.174499998
4.072880232,65.03256863,8.218751492
85.5460584,19.95424509,8.236016476
70.36578594,68.02282424,8.284613004
47.41738291,7.219840898,8.285355427
9.783416065,3.065250221,8.288206854
49.16158751,25.76828885,8.301059058
47.34717708,46.26229567,8.334648937
17.32018699,86.82725054,8.33623983
43.38516492,72.71690698,8.350593878
39.85047344,74.27065212,8.354294236
61.58500981,42.54933344,8.371692815
63.50936509,34.59349925,8.38815293
4.530400977,37.1038763,8.456998719
37.46126146,98.76495637,8.473209398
62.58599157,4.010919141,8.514511004
50.31362586,86.70314961,8.568704255
85.64898412,57.86754086,8.570907823
65.86936316,43.86154192,8.587158368
16.29344271,72.52576604,8.587538019
7.05687474,48.66689414,8.605883077
64.24192782,87.34232381,8.60917261
2.651131054,90.0701864,8.641211182
58.57755813,42.17209269,8.645614051
94.02302414,27.68277972,8.684474237
57.54741779,59.23503286,8.68607978
38.81699262,91.23633456,8.750249477
64.32882184,21.0662189,8.776337958
45.82528905,62.29665836,8.826863706
54.56167893,63.15602201,8.848972101
94.14648088,73.31130224,8.857272522
38.61026378,13.15676851,8.862738485
96.11905638,71.58249647,8.875518144
90.5350642,90.90325207,8.902584196
19.57911348,17.96831089,8.908138163
6.936130088,23.75433249,8.921377594
10.07780014,97.1395094,8.921743078
1.822182565,18.09769527,8.989269288
9.444296076,85.43850934,9.00791779
68.30067734,49.22778564,9.055633295
7.118864846,24.72310744,9.098257168
31.89756303,87.07499013,9.129613175
84.4875311,44.5305255,9.13008018
2.327193574,51.48173539,9.132425037
81.44684826,35.92333694,9.212133193
28.18547748,59.29508514,9.220961112
11.81648276,16.35238726,9.224520925
69.67371654,39.10815367,9.228271863
62.89428468,96.94123223,9.252285714
87.74720135,25.81334327,9.276972164
73.50710438,65.67366645,9.303571331
80.34809304,32.51900642,9.311682239
28.20345726,77.34731257,9.315976947
17.74395438,13.08736607,9.347565478
75.06147516,96.98210451,9.41899647
80.68347393,45.37895414,9.436684825
99.0505142,23.60504633,9.469825814
41.26176769,7.349674733,9.483141783
37.20180858,16.97579051,9.483305838
77.64129607,51.97739486,9.503291344
34.08035403,33.70031764,9.517288368
93.07573256,82.88833659,9.52836099
85.84127518,43.08875237,9.548079012
42.89940274,24.87142726,9.552127031
75.08710678,61.71449866,9.642691216
75.45428741,70.67772169,9.668958783
10.31238688,16.70419079,9.702953934
90.25529067,16.76192163,9.722464669
50.52523724,3.667142693,9.770555739
82.64574661,73.64020151,9.781032745
32.0049601,66.38045276,9.782021006
89.55232285,47.46308757,9.825889724
38.92016787,84.4170449,9.831093477
1.083765148,80.5670153,9.864505806
90.53819764,58.53543644,9.866294462
9.128667679,86.82712805,9.882372998
31.93136376,20.584121,9.927424198
95.00619671,11.19196194,9.996106366
95.06071469,26.97496115,9.997579884
57.34378881,5.708685609,10.0262635
63.18372122,53.1169528,10.05103966
44.8445522,93.66056923,10.05474696
29.32107717,3.934354067,10.06675185
32.86645454,12.2109914,10.12387628
67.25184561,45.21990283,10.12882224
75.23745294,93.38750175,10.14116228
79.15790437,31.6156105,10.14310073
78.96181428,50.72348087,10.20547645
9.120610305,4.157285905,10.25975251
49.44203047,14.8343201,10.2888485
5.755876002,98.6630123,10.31834586
54.95288823,96.51186964,10.33025785
44.15305014,0.493998093,10.33270412
88.77041828,95.18117854,10.34364529
35.09150126,63.91199378,10.38549926
11.70670164,86.79182945,10.38758405
14.29916821,45.47398556,10.41161807
76.15106317,51.55960286,10.43030306
61.82180633,48.88465803,10.47874055
10.11226761,66.68642575,10.48790126
8.410680611,13.96512548,10.50387188
70.09691315,2.997358987,10.5395956
7.276300636,30.79299416,10.56776204
82.18600593,70.46807627,10.57059241
70.62422272,20.18534521,10.64112035
8.134878064,67.34324333,10.65704998
8.483771409,96.99120461,10.69299933
98.66395785,9.390071579,10.71406839
37.42707958,67.26021182,10.72933305
37.06421471,44.37502193,10.74416221
81.27995673,86.81422544,10.75965733
94.72485774,17.71497894,10.78439381
98.60010638,69.26259522,10.79375622
75.33781853,83.81152896,10.80842349
37.62595855,94.46142195,10.82974426
8.35007167,68.32480283,10.89603891
77.71469159,49.7174764,10.94967621
55.84042497,61.78472402,10.98479052
42.42220092,86.89049845,10.99189822
90.63543851,57.06097466,10.9992154
11.11974823,3.03870597,11.00455221
49.26251043,93.09486955,11.02175706
1.135364477,68.9526751,11.02236473
46.8660642,67.65133858,11.03195689
5.630327568,21.56751524,11.04859851
11.88179163,65.88854702,11.08118745
11.75262468,39.38644057,11.09509346
64.92103021,65.1232977,11.10421452
74.60448793,10.65930303,11.13435304
58.33687651,65.78453046,11.13437968
96.21725485,99.94137258,11.13828383
37.48705795,4.821203886,11.25043117
28.57120863,97.71741842,11.27971844
86.85991282,40.69079607,11.30802957
22.35958385,87.07534503,11.31089202
96.32225394,78.23854841,11.3347633
1.215447469,56.7016261,11.33984052
96.98788267,73.84492093,11.37143588
4.315991195,87.85155613,11.4131049
89.11431137,40.41403217,11.4320576
52.77011091,32.70331616,11.43448767
99.29647961,66.75933856,11.44424324
7.379656474,80.78459419,11.44560256
55.38542844,76.22851348,11.54136352
96.93025356,79.78136489,11.56898539
52.30978442,43.55833148,11.60177846
62.93986381,81.78342162,11.61784967
69.5748689,12.02090554,11.63271089
45.45410648,54.4489098,11.65415279
62.75580801,0.57586605,11.66401185
58.43143119,32.45858299,11.70170865
90.11580105,36.64615349,11.70306743
4.544638034,39.61726916,11.70400965
28.09631896,69.54672067,11.73354796
95.04114841,38.85581013,11.81581152
89.02637839,44.86936226,11.82875003
45.56567528,23.75441309,11.84511793
62.01325978,37.32517916,11.85153697
27.7381183,22.72696273,11.86109873
18.81211597,7.319592377,11.91021007
46.36984049,60.34485934,11.92069015
35.3352228,66.82127986,11.94095645
58.36561119,61.9490346,11.94750019
7.773463696,46.34940438,11.97349595
97.43948077,37.97857802,12.0096275
98.62107445,86.33336496,12.01448571
69.8161714,51.90817851,12.01498243
53.60963663,47.91818776,12.07401482
30.95276163,2.564206581,12.11509436
81.37950197,34.12478276,12.12496257
68.47311726,38.01956188,12.13092283
16.26169393,39.88227809,12.14298979
91.09271845,58.01723692,12.15038543
82.25372429,53.36025467,12.16609051
94.97999133,60.79050928,12.17788653
72.57195084,76.48832615,12.21337333
61.34151959,81.29857387,12.25037974
41.82430363,71.81230762,12.26709934
93.27284834,95.5523696,12.27061109
86.60638895,1.823258268,12.29673066
4.521867011,19.57779857,12.30006357
2.63669745,0.756287498,12.30371408
37.64633669,64.74747142,12.30402542
81.05533308,89.80305489,12.33250714
98.72761293,24.34822966,12.38068567
15.04168911,92.70345448,12.39774308
59.41307154,6.026739029,12.40076125
38.08908566,93.44360268,12.41871244
96.99143978,35.16226872,12.43105267
84.21189231,10.14208284,12.45677472
83.83287047,48.58717592,12.46526063
46.86931598,25.67765677,12.48407742
41.48195023,28.4872902,12.51110514
27.34070719,30.72899649,12.51469654
5.637549665,80.30258978,12.51503133
86.47223763,53.91612767,12.54024435
81.29010091,31.13076992,12.54183838
99.97176733,61.03337833,12.55991115
99.66368371,71.61506742,12.56138187
55.54317056,27.26240007,12.65759093
76.89874152,41.35491015,12.71183337
94.47657299,12.18860933,12.74250428
84.96473907,18.11493495,12.77809637
24.73481017,68.1117854,12.79269281
45.05441353,18.14383477,12.80127909
12.91594152,52.51633837,12.81521934
95.40510273,70.90462617,12.92884315
60.61746345,10.68769231,12.93826927
22.86428055,56.73122196,12.97676344
67.17006844,25.65627837,12.97905012
61.81282405,96.29268752,12.99378258
35.8162718,48.35456467,13.0009155
11.35575922,80.59925498,13.03259001
67.15731956,55.02265422,13.04491722
52.03077009,4.341253285,13.06757599
77.23183917,63.31513756,13.06792702
52.01635011,95.14033422,13.09036487
85.21815003,60.16118201,13.11432759
55.19068388,81.91888594,13.11785141
56.09379715,88.42064633,13.11955728
87.66536027,22.80797719,13.26002322
40.34828662,21.20448399,13.26496982
13.40152285,61.09809889,13.28907565
2.878267631,41.10284698,13.38501183
75.51372557,83.98613029,13.40741751
62.03095514,90.00231234,13.43413641
70.40797681,35.34213793,13.4440364
21.29641615,23.6870559,13.45057514
13.63714756,78.05255152,13.46934692
1.454466567,27.48060355,13.48974707
35.05875588,82.26143185,13.53777669
58.99176869,42.37382536,13.5620475
39.22440451,66.75498993,13.56792611
43.7474922,9.553531383,13.66505667
90.41586945,62.38593247,13.66895471
34.8255467,45.17676787,13.72253645
51.39894892,58.66084632,13.72916744
78.36530127,16.80142077,13.76469483
39.65427823,73.68737449,13.85094206
62.20867002,86.27970775,13.85279728
86.23637087,21.67398001,13.8546967
94.95206237,9.571455552,13.86224078
14.70734809,2.363858605,13.87916159
92.65876252,64.19715004,13.92213203
49.21162931,60.70940361,13.93122242
25.82443883,54.66974127,13.95893503
45.91357562,23.19470961,13.97276992
98.00325753,39.09059959,13.98736404
49.2618094,59.44763352,14.01054673
32.87516103,49.67668589,14.06075492
63.34008543,98.77855202,14.12955653
24.01456188,13.64397526,14.17530802
7.586332811,69.5144554,14.18712728
12.88797219,40.43187681,14.2007319
12.8045839,42.81996149,14.23731768
15.19026935,71.75977657,14.24546245
13.88271726,69.24361513,14.24785899
64.08747448,99.12559937,14.2831602
18.18800844,12.83942895,14.36057962
34.56672833,10.41096494,14.3754842
89.67884099,72.43388171,14.4156256
47.39616403,57.8386917,14.42578
66.75577385,27.41606666,14.4372931
17.23198712,7.941936899,14.44616234
19.22890188,8.56582496,14.47062904
4.086861627,89.41908747,14.48383431
16.89350631,19.18673247,14.49109087
27.8590339,32.33715621,14.53870199
17.70104843,22.66564022,14.57014989
8.870253376,35.49963058,14.58605093
12.06358711,6.942384275,14.58972514
46.0778768,51.90597909,14.60465454
20.63337184,6.761256359,14.65872171
36.4269861,80.03565078,14.70176324
50.34172709,23.37120819,14.72649874
69.03948286,54.00119146,14.7671526
3.931213984,88.00790876,14.80959639
79.94103989,65.0877369,14.89585152
62.79003895,53.29577866,14.90228562
8.175903195,32.43337531,14.93623835
87.35786241,33.30019131,14.9379274
92.08724005,66.94869552,14.961743
6.107795985,99.41393612,14.99481271
27.68776481,66.18391898,15.02962371
80.62012798,55.77834174,15.03822027
74.82596904,73.06505102,15.10938473
18.45210194,46.52056123,15.14212297
20.93493233,6.01423426,15.15138127
37.04721028,56.22968159,15.18508509
48.45229852,95.76252845,15.21849675
61.82547715,17.53029424,15.21941132
36.89136396,69.00048908,15.22472853
46.25347161,20.09336887,15.22997802
74.74709381,53.58276845,15.23211056
3.668320289,9.667644965,15.26291297
25.24369443,45.03709363,15.26630511
71.33495859,75.61633289,15.27363288
89.52068377,34.75715242,15.28565562
51.16774421,66.49117245,15.37142501
53.21134853,79.54499608,15.37476441
10.71720113,92.71778195,15.42916584
44.74123668,23.46420819,15.45958132
53.26172665,39.93159158,15.4759825
24.24705036,15.24160133,15.49973727
26.92432309,99.24835022,15.5150098
37.72841631,92.70009679,15.5476187
2.007119778,53.99571303,15.62336321
32.20791656,84.20332944,15.62754204
21.1448007,52.09579773,15.63935425
32.74973522,62.3585688,15.65338223
11.97621318,8.912443212,15.65499957
89.05272807,75.52704205,15.67590697
59.35924536,12.77134836,15.70019044
67.91023191,82.60676303,15.70302126
78.91712386,78.20280877,15.71161648
49.84421989,70.87446977,15.75914577
8.692028809,3.616038052,15.76272251
53.71065418,30.31283559,15.77648357
58.6841118,26.31125699,15.80497238
74.54394742,36.01364075,15.8643421
43.16595462,8.764274676,15.89841628
12.75803028,93.6957823,15.9131326
28.37759058,55.38022407,15.93095247
36.30822964,30.55243107,15.95963768
64.59172413,39.69815171,15.99324993
57.07783047,44.72025405,15.9984115
35.60967259,60.05943334,16.0273124
98.65152488,51.56794277,16.03007997
60.57748194,91.93919732,16.04574352
23.72267917,49.69634829,16.0565361
10.17824726,99.21580148,16.06080631
15.28591392,85.14249577,16.09757549
24.59577284,20.85105144,16.15119894
16.06813733,93.05952146,16.17912709
18.65670241,11.63663979,16.22826149
28.50951687,81.74497085,16.24371117
17.33735953,38.06232935,16.25089535
89.67654246,87.79743204,16.26101442
8.023374566,86.80566901,16.26751681
52.45113896,80.59254001,16.28807896
41.0396827,79.00304363,16.31088799
98.23786169,30.46791391,16.38281331
11.20389022,8.091928305,16.47185272
39.7855599,40.29801788,16.47815792
96.94704333,17.3524515,16.4884624
86.55071259,69.49510889,16.50532902
81.70720709,34.60997265,16.51858166
25.7902827,97.56102009,16.52172044
17.08875874,64.09720773,16.61982784
66.86432199,82.24805636,16.62077836
92.93759891,13.25246727,16.64683338
55.6762893,86.20144823,16.65961376
57.16126895,92.27571905,16.67029025
27.99790937,48.70619188,16.70157884
76.94929332,60.62529378,16.73302517
18.70437486,76.48098009,16.82807668
32.36792364,17.48386273,16.85421038
42.54364386,50.25660765,16.86097204
50.76103787,39.86630278,16.86321055
24.24097324,14.63739922,16.88846346
11.48368247,36.75344223,16.88879471
61.06200424,6.817230939,16.8925702
28.86305532,2.581190695,16.91690424
58.12382214,13.51662892,16.9340607
15.43627153,96.31151116,16.9674357
48.11401019,54.95295359,16.97007545
53.25894326,96.58221612,16.98531241
5.182353682,43.24978783,16.98804233
33.66042782,31.18161331,17.02369988
13.44146769,50.61418628,17.04582717
6.337497047,43.95116886,17.08134734
98.99602324,10.56646843,17.08833649
32.2353845,64.08263147,17.10291199
80.98744459,21.60381825,17.11310522
25.46406548,61.95879549,17.1169652
68.15027222,65.02010924,17.13486318
76.02278599,15.20248531,17.13678347
59.56387406,6.134962711,17.14383926
47.15761886,78.07615861,17.14617994
41.18409141,45.98004238,17.23994821
34.88682665,5.816379551,17.24289474
92.95291442,99.48663172,17.26448694
83.06194078,5.7780561,17.33143765
96.50269107,69.50352289,17.34496698
12.42972235,98.36789253,17.34754328
73.08674752,23.91801042,17.37535333
93.83404568,14.22493687,17.44010381
18.12330662,12.13849394,17.44936228
6.649626737,30.32751476,17.49267461
74.11206493,10.1045811,17.49554548
57.44731132,69.21613417,17.5001637
84.18287768,6.229179813,17.50427506
13.97723766,50.94221281,17.53970316
79.52673119,99.66968539,17.55591577
20.162732,81.39702695,17.62665437
16.36559429,61.52194382,17.70886845
16.42657979,30.62536208,17.726339
81.45747202,62.38958363,17.7576989
66.51972207,52.70414639,17.77142717
52.30654248,42.60833839,17.78169735
35.88304841,13.07103767,17.80551185
87.72005408,88.66042152,17.83663677
39.24451074,44.97846488,17.84625399
81.65994395,19.46225118,17.93866576
43.91349086,36.77593509,17.96748562
37.69444294,41.41297525,17.97183209
46.26797857,82.75378956,18.02827315
30.13778742,73.36143806,18.08227013
74.76093802,76.93048936,18.09508569
50.27203901,1.103126443,18.10195823
23.22126951,41.61539982,18.10235936
89.95745733,48.13441516,18.14912673
38.38912214,1.919227682,18.16203614
54.35528611,25.98132087,18.17544497
90.6472111,76.02898231,18.21063009
62.42379959,13.71097057,18.21612678
11.68980407,53.53101315,18.2255583
93.98321236,21.5201872,18.26419016
62.77080531,1.212077464,18.26490697
33.49056147,24.12014576,18.28315659
13.92720727,97.58737549,18.2856435
79.40251893,80.15371119,18.34866707
62.00727559,95.95766443,18.37312201
53.3461092,48.78540439,18.38555464
89.38925831,10.97361987,18.38678239
78.85972112,54.7959489,18.42162308
15.16748797,45.43773346,18.45414677
31.17220678,84.43570827,18.48379708
24.84891398,9.808258078,18.50694758
74.39462926,48.8241137,18.51904586
3.353243474,15.00486647,18.52829943
56.98896849,32.46759269,18.55011557
76.24586857,73.73570774,18.55540497
87.67656368,47.60181294,18.57311174
34.20817487,37.58882851,18.57579308
82.12573047,39.44762786,18.60830761
11.0631737,45.94467684,18.61468442
84.64522917,78.50165438,18.64105337
12.74886623,89.20846889,18.72877207
39.72872906,95.53346865,18.72902697
79.72953658,78.69033863,18.73516122
14.99174273,31.54068957,18.75172454
22.92513952,68.81347061,18.76377272
